2025-08-12 10:40:11 INFO  Hooks:33 - Extent Report initialized.
2025-08-12 10:40:55 INFO  BookingPage:107 - Selected trip type: Local
2025-08-12 10:40:55 INFO  BookingPage:115 - Selected cab: Mini
2025-08-12 10:40:55 INFO  BookingPage:131 - Entered pickup date: 2025-08-28
2025-08-12 10:40:55 INFO  BookingPage:140 - Entered pickup time: 09:30
2025-08-12 10:40:55 INFO  BookingPage:147 - Selected passenger count: 2
2025-08-12 10:40:55 INFO  BookingPage:155 - Selected trip mode: Oneway
2025-08-12 10:40:55 INFO  BookingPage:163 - Clicking 'Book Now' button
2025-08-12 10:40:56 INFO  BookingStepsExcel:97 - Clicked on Book Now button.
2025-08-12 10:40:56 INFO  BookingPage:210 - Phone error text retrieved: 
2025-08-12 10:40:56 INFO  BookingStepsExcel:147 - Validating Phone field error. Expected: 'Please enter valid phone number', Actual: ''
2025-08-12 10:40:56 ERROR Hooks:52 - Scenario Failed: Submit form with invalid phone number format
2025-08-12 10:40:56 INFO  Hooks:59 - Screenshot captured at: C:\Users\sriji\eclipse-workspace45\CallTaxiService\screenshots\Submit_form_with_invalid_phone_number_format_12-08-2025_10_40_56.png
2025-08-12 10:40:56 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:40:59 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:40:59 INFO  Hooks:66 - Scenario Ended: Submit form with invalid phone number format
2025-08-12 10:40:59 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:40:59 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:01 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:01 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:01 INFO  Hooks:46 - Scenario Started: Submit form with invalid phone number format 
2025-08-12 10:41:01 INFO  BookingStepsExcel:32 - Browser launched and booking page opened.
2025-08-12 10:41:01 INFO  BookingStepsExcel:38 - Filling form with DataTable: {Name=Sri, Phone=98765432101, Email=test@test.com, Trip=local, Cab=Mini, CarType=Non-Ac, Date=2025-08-28, Time=09:30, Passenger=2, TripType=oneway}
2025-08-12 10:41:02 INFO  BookingPage:78 - Entered full name: Sri
2025-08-12 10:41:02 INFO  BookingPage:87 - Entered phone number: 98765432101
2025-08-12 10:41:02 INFO  BookingPage:96 - Entered email: test@test.com
2025-08-12 10:41:02 INFO  BookingPage:107 - Selected trip type: Local
2025-08-12 10:41:02 INFO  BookingPage:115 - Selected cab: Mini
2025-08-12 10:41:03 INFO  BookingPage:131 - Entered pickup date: 2025-08-28
2025-08-12 10:41:03 INFO  BookingPage:140 - Entered pickup time: 09:30
2025-08-12 10:41:03 INFO  BookingPage:147 - Selected passenger count: 2
2025-08-12 10:41:03 INFO  BookingPage:155 - Selected trip mode: Oneway
2025-08-12 10:41:03 INFO  BookingPage:163 - Clicking 'Book Now' button
2025-08-12 10:41:03 INFO  BookingStepsExcel:97 - Clicked on Book Now button.
2025-08-12 10:41:03 INFO  BookingPage:210 - Phone error text retrieved: 
2025-08-12 10:41:03 INFO  BookingStepsExcel:147 - Validating Phone field error. Expected: 'Please enter valid phone number', Actual: ''
2025-08-12 10:41:03 ERROR Hooks:52 - Scenario Failed: Submit form with invalid phone number format
2025-08-12 10:41:03 INFO  Hooks:59 - Screenshot captured at: C:\Users\sriji\eclipse-workspace45\CallTaxiService\screenshots\Submit_form_with_invalid_phone_number_format_12-08-2025_10_41_03.png
2025-08-12 10:41:03 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:07 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:07 INFO  Hooks:66 - Scenario Ended: Submit form with invalid phone number format
2025-08-12 10:41:07 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:07 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:08 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:08 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:08 INFO  Hooks:46 - Scenario Started: Submit form keeping name empty 
2025-08-12 10:41:10 INFO  BookingStepsExcel:32 - Browser launched and booking page opened.
2025-08-12 10:41:10 INFO  BookingStepsExcel:38 - Filling form with DataTable: {Name=null, Phone=9876543210, Email=sri@test1.com, Trip=local, Cab=Mini, CarType=AC, Date=2025-08-25, Time=09:30, Passenger=5, TripType=oneway}
2025-08-12 10:41:11 INFO  BookingPage:87 - Entered phone number: 9876543210
2025-08-12 10:41:11 INFO  BookingPage:96 - Entered email: sri@test1.com
2025-08-12 10:41:11 INFO  BookingPage:107 - Selected trip type: Local
2025-08-12 10:41:11 INFO  BookingPage:115 - Selected cab: Mini
2025-08-12 10:41:11 INFO  BookingPage:131 - Entered pickup date: 2025-08-25
2025-08-12 10:41:11 INFO  BookingPage:140 - Entered pickup time: 09:30
2025-08-12 10:41:11 INFO  BookingPage:147 - Selected passenger count: 5
2025-08-12 10:41:12 INFO  BookingPage:155 - Selected trip mode: Oneway
2025-08-12 10:41:12 INFO  BookingPage:163 - Clicking 'Book Now' button
2025-08-12 10:41:12 INFO  BookingStepsExcel:97 - Clicked on Book Now button.
2025-08-12 10:41:12 INFO  BookingStepsExcel:116 - Validating Name field error: 'Please enter the name'
2025-08-12 10:41:12 INFO  BookingPage:183 - Name validation passed. Message shown: 'Please enter the name'
2025-08-12 10:41:12 INFO  Hooks:61 - Scenario Passed: Submit form keeping name empty
2025-08-12 10:41:12 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:13 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:13 INFO  Hooks:66 - Scenario Ended: Submit form keeping name empty
2025-08-12 10:41:13 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:13 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:14 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:14 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:14 INFO  Hooks:46 - Scenario Started: Submit form keeping trip type empty 
2025-08-12 10:41:18 INFO  BookingStepsExcel:32 - Browser launched and booking page opened.
2025-08-12 10:41:18 INFO  BookingStepsExcel:38 - Filling form with DataTable: {Name=Krishna, Phone=9876543210, Email=hrishna@test1.com, Trip=null, Cab=Micro, CarType=AC, Date=2025-07-28, Time=09:30, Passenger=2, TripType=oneway}
2025-08-12 10:41:18 INFO  BookingPage:78 - Entered full name: Krishna
2025-08-12 10:41:19 INFO  BookingPage:87 - Entered phone number: 9876543210
2025-08-12 10:41:19 INFO  BookingPage:96 - Entered email: hrishna@test1.com
2025-08-12 10:41:19 INFO  BookingPage:115 - Selected cab: Micro
2025-08-12 10:41:19 INFO  BookingPage:131 - Entered pickup date: 2025-07-28
2025-08-12 10:41:19 INFO  BookingPage:140 - Entered pickup time: 09:30
2025-08-12 10:41:19 INFO  BookingPage:147 - Selected passenger count: 2
2025-08-12 10:41:19 INFO  BookingPage:155 - Selected trip mode: Oneway
2025-08-12 10:41:19 INFO  BookingPage:163 - Clicking 'Book Now' button
2025-08-12 10:41:19 INFO  BookingStepsExcel:97 - Clicked on Book Now button.
2025-08-12 10:41:19 INFO  BookingStepsExcel:122 - Validating Trip selection error: 'Please Select the Trip'
2025-08-12 10:41:20 INFO  BookingPage:254 - Trip error text: Please Select the Trip
2025-08-12 10:41:20 INFO  Hooks:61 - Scenario Passed: Submit form keeping trip type empty
2025-08-12 10:41:20 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:20 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:20 INFO  Hooks:66 - Scenario Ended: Submit form keeping trip type empty
2025-08-12 10:41:20 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:20 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:22 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:22 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:22 INFO  Hooks:46 - Scenario Started: Submit form keeping cab type empty 
2025-08-12 10:41:23 INFO  BookingStepsExcel:32 - Browser launched and booking page opened.
2025-08-12 10:41:23 INFO  BookingStepsExcel:38 - Filling form with DataTable: {Name=Krishna, Phone=9876543210, Email=hrishna@test1.com, Trip=long, Cab=null, CarType=AC, Date=2025-07-28, Time=09:30, Passenger=2, TripType=oneway}
2025-08-12 10:41:23 INFO  BookingPage:78 - Entered full name: Krishna
2025-08-12 10:41:23 INFO  BookingPage:87 - Entered phone number: 9876543210
2025-08-12 10:41:23 INFO  BookingPage:96 - Entered email: hrishna@test1.com
2025-08-12 10:41:24 INFO  BookingPage:104 - Selected trip type: Long
2025-08-12 10:41:24 INFO  BookingPage:131 - Entered pickup date: 2025-07-28
2025-08-12 10:41:24 INFO  BookingPage:140 - Entered pickup time: 09:30
2025-08-12 10:41:24 INFO  BookingPage:147 - Selected passenger count: 2
2025-08-12 10:41:24 INFO  BookingPage:155 - Selected trip mode: Oneway
2025-08-12 10:41:24 INFO  BookingPage:163 - Clicking 'Book Now' button
2025-08-12 10:41:24 INFO  BookingStepsExcel:97 - Clicked on Book Now button.
2025-08-12 10:41:24 INFO  BookingStepsExcel:127 - Validating Cab selection error: 'Please Select the Cab Type'
2025-08-12 10:41:24 INFO  BookingPage:261 - Cab error text: Please Select the Cab Type
2025-08-12 10:41:24 INFO  Hooks:61 - Scenario Passed: Submit form keeping cab type empty
2025-08-12 10:41:24 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:26 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:26 INFO  Hooks:66 - Scenario Ended: Submit form keeping cab type empty
2025-08-12 10:41:26 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:26 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:27 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:27 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:27 INFO  Hooks:46 - Scenario Started: Submit form keeping no of passengers empty 
2025-08-12 10:41:28 INFO  BookingStepsExcel:32 - Browser launched and booking page opened.
2025-08-12 10:41:28 INFO  BookingStepsExcel:38 - Filling form with DataTable: {Name=Atul, Phone=9876543210, Email=atul@test1.com, Trip=long, Cab=Mini, CarType=AC, Date=2025-07-28, Time=10:30, Passenger=null, TripType=oneway}
2025-08-12 10:41:28 INFO  BookingPage:78 - Entered full name: Atul
2025-08-12 10:41:28 INFO  BookingPage:87 - Entered phone number: 9876543210
2025-08-12 10:41:28 INFO  BookingPage:96 - Entered email: atul@test1.com
2025-08-12 10:41:28 INFO  BookingPage:104 - Selected trip type: Long
2025-08-12 10:41:29 INFO  BookingPage:115 - Selected cab: Mini
2025-08-12 10:41:29 INFO  BookingPage:131 - Entered pickup date: 2025-07-28
2025-08-12 10:41:29 INFO  BookingPage:140 - Entered pickup time: 10:30
2025-08-12 10:41:29 INFO  BookingPage:155 - Selected trip mode: Oneway
2025-08-12 10:41:29 INFO  BookingPage:163 - Clicking 'Book Now' button
2025-08-12 10:41:29 INFO  BookingStepsExcel:97 - Clicked on Book Now button.
2025-08-12 10:41:29 INFO  BookingStepsExcel:133 - Validating Passenger count error: 'Please Select the number of passengers'
2025-08-12 10:41:29 INFO  BookingPage:267 - Passenger error text: Please Select the number of passengers
2025-08-12 10:41:29 INFO  Hooks:61 - Scenario Passed: Submit form keeping no of passengers empty
2025-08-12 10:41:29 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:30 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:30 INFO  Hooks:66 - Scenario Ended: Submit form keeping no of passengers empty
2025-08-12 10:41:30 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:30 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:31 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:31 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:31 INFO  Hooks:46 - Scenario Started: Booking with row 0 from Excel data 
2025-08-12 10:41:31 INFO  BookingStepsExcel:53 - Reading booking data from Excel sheet 'BookingData' at row 0
2025-08-12 10:41:33 INFO  BookingStepsExcel:71 - Loaded Excel row data: {Name=Srijita, Phone=9.876509912E9, Email=, Trip=local, Cab=Micro, CabType=Non-Ac, Date=2025-08-23T00:00, Time=1899-12-31T01:00, Passenger=3, TripType=roundtrip}
2025-08-12 10:41:33 INFO  BookingStepsExcel:81 - Filling form using Excel data.
2025-08-12 10:41:33 INFO  BookingPage:78 - Entered full name: Srijita
2025-08-12 10:41:33 INFO  BookingPage:87 - Entered phone number: 9.876509912E9
2025-08-12 10:41:34 INFO  BookingPage:96 - Entered email: 
2025-08-12 10:41:34 INFO  BookingPage:107 - Selected trip type: Local
2025-08-12 10:41:34 INFO  BookingPage:115 - Selected cab: Micro
2025-08-12 10:41:34 INFO  BookingPage:122 - Selected cab type: Non-Ac
2025-08-12 10:41:34 INFO  BookingPage:131 - Entered pickup date: 2025-08-23T00:00
2025-08-12 10:41:35 INFO  BookingPage:140 - Entered pickup time: 1899-12-31T01:00
2025-08-12 10:41:35 INFO  BookingPage:147 - Selected passenger count: 3
2025-08-12 10:41:35 INFO  BookingPage:158 - Selected trip mode: Roundtrip
2025-08-12 10:41:35 INFO  BookingPage:163 - Clicking 'Book Now' button
2025-08-12 10:41:35 INFO  BookingStepsExcel:97 - Clicked on Book Now button.
2025-08-12 10:41:35 INFO  BookingPage:248 - Email missing error text retrieved: Please enter the email
2025-08-12 10:41:35 INFO  BookingStepsExcel:110 - Validating missing email error. Expected: 'Please enter the email', Actual: 'Please enter the email'
2025-08-12 10:41:35 INFO  Hooks:61 - Scenario Passed: Booking with row 0 from Excel data
2025-08-12 10:41:35 INFO  DriverFactory:69 - Quitting the browser...
2025-08-12 10:41:36 INFO  DriverFactory:71 - Browser closed.
2025-08-12 10:41:36 INFO  Hooks:66 - Scenario Ended: Booking with row 0 from Excel data
2025-08-12 10:41:36 INFO  DriverFactory:26 - Initializing WebDriver...
2025-08-12 10:41:36 INFO  DriverFactory:30 - Browser specified in config: chrome
2025-08-12 10:41:37 INFO  DriverFactory:37 - Chrome browser launched successfully.
2025-08-12 10:41:37 INFO  DriverFactory:54 - Driver setup completed with implicit wait: 10 seconds
2025-08-12 10:41:37 INFO  Hooks:46 - Scenario Started: Booking with row 1 from Excel data 
2025-08-12 10:41:37 INFO  BookingStepsExcel:53 - Reading booking data from Excel sheet 'BookingData' at row 1
2025-08-12 10:41:38 INFO  BookingStepsExcel:71 - Loaded Excel row data: {Name=Atul, Phone=8.882233451E9, Email=atul@test1.com, Trip=long, Cab=Mini, CabType=AC, Date=2025-08-25T00:00, Time=1899-12-31T06:00, Passenger=5, TripType=local}
2025-08-12 10:41:38 INFO  BookingStepsExcel:81 - Filling form using Excel data.
2025-08-12 10:41:38 INFO  BookingPage:78 - Entered full name: Atul
2025-08-12 10:41:38 INFO  BookingPage:87 - Entered phone number: 8.882233451E9
2025-08-12 10:41:39 INFO  BookingPage:96 - Entered email: atul@test1.com
